// Adapted from:
// http://wiki.uqm.stack.nl/List_of_planets
// and
// http://wiki.uqm.stack.nl/script/images/9/9c/PlanetDatabase.zip
//
// Data compiled by Scott A. Colcord (Elestan on http://forum.uqm.stack.nl)
// and published 2011/06/29.
//
// The order of starsystems in this document
// appears to match that in plandata.c.
//
// 0, 	1,   2,3,4,      5,        6,       7,    8,     9,   10,    11,       12,     13,     14,       15,      16,      17,       18,  19,       20,     21,    22,     23,  24, 25,        26,        27
Cluster,Star,X,Y,DistSol,StarColor,StarSize,Fleet,Planet,Type,Hazard,Tectonics,Weather,Thermal,BioHazard,BioUnits,MinValue,MinVolume,Fuel,AxialTilt,Density,Radius,Gravity,Temp,Day,Atmosphere,LifeChance,DistFromStar
Giclas,Beta,084.3,043.1,136.5,yellow,,Pkunk,I,Ultramarine,4,1,4,,,,171,41,0.2,-8,32,30,9,-62,224,,,714
,,,,,,,,II,Water,2,2,2,,,,323,91,1.9,-6,101,96,96,-126,255,13,360,1469
,,,,,,,,III,Xenolithic,,,,,,,342,,2.1,7,99,106,104,-167,174,15,260,2782
,,,,,,,,IV,Water,5,5,,,,,120,40,1.5,3,102,76,77,-177,211,14,160,3451
,,,,,,,,IV-a,Copper,3,3,,,,,678,226,1.0,8,156,33,51,,191,,,
,,,,,,,,V,Opalescent,4,4,1,,,,149,58,0.3,5,61,25,15,-188,188,0,-940,4354
,,,,,,,,VI,,5,5,,,,,67,31,,10,59,29,17,-207,185,,,7175
Ptolemae,Delta,215.6,044.0,108.7,orange,,None,I,Chlorine,,,,,,,273,164,1.6,11,97,85,82,-164,270,,,1183
,,,,,,,,II,Maroon,2,1,2,,,,291,115,1.1,16,63,91,57,-195,53040,14,160,2286
,,,,,,,,III,Urea,7,7,3,,,,4,4,0.4,15,61,36,21,-209,256,111,210,3369
,,,,,,,,IV,Gas Giant,8,3,8,,,,0,0,2.7,-15,21,634,133,-217,109,65535,-1,4512
,,,,,,,,IV-a,Dust,3,,2,,,,36,12,0.4,-12,63,30,18,,203,15,260,
,,,,,,,,V,Carbide,4,4,1,,,,121,121,0.6,7,102,29,29,-223,238,0,-940,5640
,,,,,,,,VI,Gas Giant,8,1,8,,,,0,0,3.0,-3,21,1299,272,-226,157,65535,-1,6399
,,,,,,,,VI-a,Noble,1,,1,,,,329,95,0.2,14,33,31,10,,205,0,-940,
,,,,,,,,VI-b,Urea,6,6,2,,,,22,22,0.3,-13,60,28,16,,263,84,360,
,,,,,,,,VI-c,Dust,5,5,1,,,,114,38,0.4,-28,,31,18,,51470,10,160,
,,,,,,,,VI-d,Super-Dense,7,7,2,,2,33,0,0,1.1,-12,197,29,57,,261,78,360,
,Alpha,200.4,044.1,103.9,blue,,,I,Gas Giant,8,3,8,3,1,0,,,3.0,-8,21,873,183,148,147,65535,-1,954
,,,,,,,,I-a,Ultramarine,,1,,,,,133,30,0.2,20,34,25,8,144,199,2908,310,
,,,,,,,,I-b,Selenic,4,3,3,2,,,225,75,0.4,23,58,37,21,55,211,15,610,
,,,,,,,,II,Acid,,4,2,1,3,13,189,189,0.6,24,105,31,32,-5,263,14,560,1565
,,,,,,,,III,Metal,,3,3,,1,0,689,178,1.0,-15,152,32,48,-85,25508,101,410,2500
,,,,,,,,IV,Ultraviolet,,4,,,,40,660,108,3.0,-6,149,105,156,-112,31291,93,560,3419
,,,,,,,,V,Acid,3,3,1,,,0,238,238,0.5,36,103,26,26,-137,208,0,-740,4783
,,,,,,,,VI,Gas Giant,8,,8,,,,0,0,3.0,49,21,1276,267,-144,152,65535,-1,5278
,,,,,,,,VI-a,Acid,5,5,1,,,,194,194,0.6,14,99,30,29,,227,0,-740,
,,,,,,,,VI-b,Azure,6,6,2,,,,108,36,0.3,11,60,25,15,,153,13,360,
,,,,,,,,VI-c,Oolite,4,4,3,,,18,939,178,1.1,-17,146,37,54,,295,109,410,
,,,,,,,,VII,Gas Giant,8,3,8,,,0,0,0,3.0,18,21,707,148,-152,120,65535,-1,6010
,,,,,,,,VII-a,Auric,2,2,1,,,,1758,293,1.0,3,148,33,48,,269,15,260,
,,,,,,,,VII-b,Carbide,,,,,,,42,42,0.6,0,96,32,30,,214,0,-940,
,,,,,,,,VII-c,Opalescent,,,,,,,227,80,0.3,31,60,26,15,,152,,,
,,,,,,,,VII-d,Auric,3,3,,,,,1272,212,1.1,22,156,35,54,,212,14,160,
,,,,,,,,VIII,Gas Giant,8,2,8,,,,0,0,3.0,-10,21,1266,265,-156,93,65535,-1,6459
,,,,,,,,VIII-a,Azure,3,3,1,,,,6,2,0.4,25,59,33,19,,272,11,160,
,,,,,,,,VIII-b,Lanthanide,5,5,,,,,880,176,0.9,29,152,30,45,,168,0,-940,
,,,,,,,,VIII-c,Green,6,6,2,,,,495,99,0.7,-10,101,35,35,,232,78,360,
Krueger,Beta,053.0,044.2,158.4,white,,Pkunk,I,Cyanic,3,3,1,,,,76,76,0.2,6,33,30,9,-94,273,0,-740,3962
,,,,,,,,II,Alkali,4,4,2,,,,213,71,0.6,-3,97,34,32,-118,216,13,360,5250
,,,,,,,,III,Xenolithic,,,1,,,,249,57,1.7,45,100,84,84,-130,157,11,,6165
Giclas,Epsilon,095.8,046.8,126.2,blue,,,I,Oolite,,,3,,,,904,168,0.8,-10,148,27,39,-126,284,79,560,4055
Ptolemae,Beta,205.8,047.5,102.1,yellow,,None,,Noble,7,1,,,7,37,228,57,0.2,12,32,32,10,32,269,11,760,403
,,,,,,,,II,Maroon,2,2,2,,1,0,148,70,1.1,-10,59,93,54,-107,243,14,360,1160
,,,,,,,,II-a,Cimmerian,4,4,1,,,,38,38,1.0,-31,152,34,51,,294,0,-740,
,,,,,,,,III,Gas Giant,8,1,8,,,,0,0,3.0,7,20,1464,292,-180,102,65535,-1,3668
,,,,,,,,III-a,Chondrite,6,6,1,,5,14,65,65,0.7,-8,99,35,34,,275,0,-940,
,,,,,,,,III-b,Infrared,5,4,3,,4,57,132,44,,11,105,36,37,,194,84,360,
,,,,,,,,III-c,Acid,3,3,1,,1,0,157,157,,13,104,35,36,,171,0,-940,
,,,,,,,,III-d,Ultramarine,4,,3,,,,155,38,0.2,10,32,29,9,,180,101,210,
,,,,,,,,IV,Cyanic,3,,1,,,,19,19,,8,33,35,11,-200,17685,0,-940,5922
,,,,,,,,V,Gas Giant,8,2,8,,,,0,0,3.0,-8,21,1046,219,-205,87,65535,-1,6875
,,,,,,,,V-a,Opalescent,5,5,1,,,,154,80,0.3,-2,59,25,14,,189,0,-940,
,,,,,,,,V-b,Cyanic,3,3,,,,,0,0,0.2,-19,33,30,9,,231,,,
,,,,,,,,V-c,Metal,2,2,2,,,6,856,249,0.7,8,149,25,37,,178,101,210,
Krueger,Alpha,030.4,047.7,174.4,,,Pkunk,I,Gas Giant,8,3,8,,,0,0,0,2.4,-7,20,592,118,-99,101,65535,-1,1050
,,,,,,,,I-a,Purple,4,4,1,,,,96,32,0.4,-16,63,29,18,,165,0,-740,
,,,,,,,,I-b,Crimson,3,2,3,,,,93,31,0.5,2,103,26,26,,238,85,560,
,,,,,,,,II,Primordial,7,7,,,,,331,215,2.2,17,,106,109,-137,156,103,410,1732
,,,,,,,,II-a,Halide,2,2,1,,,,356,100,0.3,-6,61,25,15,,295,0,-740,
,,,,,,,,III,Treasure,1,1,,,,,762,127,1.4,17,202,36,72,-191,202,,-940,4676
,Gamma,052.2,052.5,153.9,,,,I,Water,5,4,4,,5,39,159,43,1.6,2,105,75,78,13,165,101,810,532
,,,,,,,,I-a,Halide,3,2,3,,1,0,490,170,0.3,-19,58,25,14,-3,276,14,560,
,,,,,,,,II,Ultramarine,5,3,,,5,30,272,71,0.2,21,34,28,9,-151,188,96,,2132
,,,,,,,,III,Radioactive,3,,1,,1,0,1000,125,1.2,-14,206,29,59,-198,239,0,-940,5607
,,,,,,,,IV,Super-Dense,6,6,2,,,,255,85,1.4,-20,193,37,71,-207,193,107,210,7311
Ptolemae,,210.0,055.4,096.1,,,None,I,Gas Giant,8,3,8,,,,0,0,3.0,14,21,786,165,-106,126,65535,-1,1137
,,,,,,,,II,,,2,,,,,,,,-30,,888,186,-163,94,,,2619
,,,,,,,,III,Carbide,3,3,1,,,,137,137,0.6,-18,102,29,29,-192,290,0,-940,4835
,,,,,,,,IV,Organic,,,,,,,136,136,2.0,-8,100,101,101,-197,36441,,,5496
,,,,,,,,V,Magma,8,8,,,,,123,41,3.0,32,144,112,161,-204,165,,,6647
,,,,,,,,V-a,Carbide,4,4,,,,,26,26,0.6,23,101,32,32,,249,,,
Krueger,Zeta,013.4,056.5,184.4,green,,Pkunk,I,Magnetic,6,6,,,,,111,37,3.0,-11,154,110,169,-127,196,,-740,2657
,,,,,,,,II,Plutonic,5,5,3,,,,1514,377,,-3,149,111,165,-148,286,102,410,3621
,,,,,,,,III,Ultraviolet,4,4,2,,,19,1225,266,2.8,8,156,91,141,-176,174,82,360,5965
Organon,Prime,685.8,057.7,518.0,,,None,I,Telluric,,2,4,,,0,42,14,2.0,19,103,96,98,35,223,100,810,1039
,,,,,,,,I-a,Azure,,4,3,,2,39,45,15,0.3,-25,59,28,16,7,169,96,960,
,,,,,,,,II,Plutonic,,,,,1,0,796,210,2.5,4,147,87,127,-138,270,108,410,3111
,,,,,,,,III,Chondrite,7,7,1,,,,44,44,0.5,-2,99,25,24,-153,166,0,-940,3912
,,,,,,,,IV,Radioactive,3,3,,,,,736,92,1.4,-19,198,35,69,-174,33089,,,5774
,,,,,,,,V,Chondrite,6,6,,,,,103,103,0.5,-39,103,27,27,-181,221,,,6592
Scuti,Beta,501.4,058.4,337.4,red,,Yehat,I,Super-Dense,7,7,4,,,,150,50,1.1,-16,199,28,55,-168,184,109,210,321
,,,,,,,,II,Urea,6,6,3,,,4,6,6,0.4,-28,58,35,20,-219,239,86,360,1183
,,,,,,,,III,,7,7,,,,0,41,41,,8,60,31,18,-238,201,75,,2788
,,,,,,,,IV,Telluric,4,3,,,,,48,8,1.8,13,101,92,92,-241,28359,111,210,3384
,,,,,,,,V,Magnetic,8,8,1,,,,451,77,3.0,19,147,103,151,-245,184,0,-940,4357
,,,,,,,,VI,,7,7,,,,,204,68,,18,143,110,157,-248,242,,,5492
,,,,,,,,VII,Water,3,3,,,,,138,46,1.9,,101,95,95,-251,171,11,160,6827
,,,,,,,,VIII,Gas Giant,8,1,8,,,,0,0,2.6,-15,20,655,131,-252,109,65535,-1,7709
,,,,,,,,VIII-a,Pellucid,3,3,1,,,,,,0.4,-12,59,33,19,,185,0,-940,
,,,,,,,,VIII-b,Metal,,,2,,,,960,243,0.9,-3,149,29,43,,241,95,360,
,Gamma,525.6,060.8,360.3,green,,,I,Chondrite,6,6,1,2,,,111,111,0.6,22,100,28,28,56,184,0,-590,526
,,,,,,,,II,,,,,1,,,87,87,0.5,0,98,27,26,-64,187,,-740,1309
,,,,,,,,III,Treasure,2,2,,,,,1752,292,1.1,-3,209,,56,-151,157,,,3764
,,,,,,,,IV,Quasi-Degenerate,6,6,,,,,475,19,0.9,-17,147,30,44,-167,298,,-940,4965
,,,,,,,,V,Iodine,5,3,,,5,19,54,18,1.0,8,60,83,49,-173,42206,15,260,5677
Caeli,Alpha,241.1,071.8,098.4,red,,None,I,Gas Giant,8,1,8,,1,0,0,0,2.1,-3,20,515,103,-227,106,65535,-1,1648
,,,,,,,,I-a,Azure,5,5,2,,,,132,44,0.4,8,61,35,21,,178,11,160,
,,,,,,,,I-b,Ultramarine,3,1,3,,,,305,86,0.2,1,34,31,10,,186,100,210,
,,,,,,,,I-c,Infrared,,2,,,,,39,13,0.6,-1,101,32,32,,233,78,360,
,,,,,,,,I-d,Cimmerian,5,5,1,,,,72,72,1.0,-15,155,34,52,,,0,-940,
,,,,,,,,II,Chondrite,,,,,,,64,64,0.7,-11,102,33,33,-249,242,,,5970
,Beta,258.9,074.1,109.6,,,,I,Magnetic,6,6,,,,,579,127,3.0,0,150,101,151,-215,25067,,,1054
,,,,,,,,II,Infrared,5,3,3,,5,22,0,0,0.6,7,96,32,30,-237,172,75,360,2641
,,,,,,,,III,Vinylogous,4,4,1,,1,0,106,44,1.8,12,,95,91,-245,254,0,-940,4375
,,,,,,,,IV,Noble,1,1,,,,,224,56,0.2,1,34,32,10,-248,181,,,5245
Giclas,Theta,067.5,074.2,128.8,orange,,Pkunk,I,Maroon,2,2,2,,,,74,58,1.1,-6,63,92,57,-192,237,15,260,2114
,,,,,,,,II,Gas Giant,8,3,8,,,,0,0,3.0,3,21,972,204,-205,145,65535,-1,3015
,,,,,,,,II-a,Alkali,4,4,2,,,,195,65,0.6,17,102,30,30,,176,12,160,
,,,,,,,,II-b,Cimmerian,2,2,1,,,,114,114,0.8,12,152,28,42,,57631,0,-940,
,,,,,,,,II-c,Infrared,5,5,3,,,8,108,36,0.7,1,103,34,35,,286,88,360,
,,,,,,,,III,Water,4,4,2,,,0,105,35,2.0,12,97,103,99,-215,267,11,160,4193
,,,,,,,,IV,Super-Dense,6,6,3,,5,72,144,48,1.0,-28,202,25,50,-220,186,81,360,4922
,,,,,,,,V,Noble,1,1,1,,1,0,176,50,0.2,-33,34,32,10,-224,157,0,-940,5743
,,,,,,,,VI,Ultramarine,3,3,2,,,,347,83,,-39,,31,,-228,257,107,210,6744
,,,,,,,,VII,,2,2,,,,,285,75,,25,,26,8,-230,254,86,360,7553
Arae,Delta,929.2,075.0,757.2,yellow,,None,I,Opalescent,3,3,1,,,,146,66,0.4,-15,62,31,19,34,270,0,-340,341
,,,,,,,,II,Green,4,4,3,,,,420,84,0.6,21,104,30,31,-104,209,81,560,1120
,,,,,,,,III,Urea,7,7,,,,,43,43,0.3,-12,63,28,17,-138,223,99,,1746
,,,,,,,,IV,Acid,3,3,1,,,,143,143,0.7,-11,100,37,37,-183,176,0,-940,3889
,,,,,,,,V,Crimson,4,,3,,,,114,38,0.6,5,97,34,32,-193,178,103,210,4966
,,,,,,,,VI,Ultramarine,5,2,2,,5,96,295,71,0.2,15,34,35,11,-199,168,91,360,5721
,,,,,,,,VII,Vinylogous,4,4,1,,1,0,150,50,1.9,-22,103,92,94,-206,291,0,-940,6897
Centauri,Zeta,146.3,077.9,073.0,red,giant,,I,Gas Giant,8,1,8,,,,0,0,1.8,-5,20,444,88,-133,140,65535,-1,4477
,,,,,,,,I-a,Azure,5,5,2,,5,56,231,77,0.4,-4,63,31,19,,266,15,460,
,,,,,,,,I-b,Pellucid,3,3,1,,1,0,225,9,,-16,,29,18,,165,0,-740,
,,,,,,,,I-c,Ultramarine,,1,3,,,,435,106,0.2,23,33,34,11,,22980,86,560,
,,,,,,,,II,Vinylogous,4,4,1,,,,231,91,2.2,15,97,112,108,-144,282,0,-740,5248
,,,,,,,,II-a,Selenic,1,1,,,,,369,123,0.3,-9,59,29,17,,17756,,,
,,,,,,,,III,Magma,8,8,,,,,303,101,2.5,24,147,86,126,-160,201,,-940,6838
,,,,,,,,IV,Maroon,1,1,,,,,399,201,1.0,10,63,81,51,-165,257,14,160,7490
Caeli,Delta,308.9,078.2,149.4,,dwarf,,I,Gas Giant,8,,8,,,,0,0,1.6,-8,20,412,82,-246,133,65535,-1,4666
,,,,,,,,I-a,Cimmerian,2,2,1,,,,162,162,0.9,26,145,33,47,,218,0,-940,
,,,,,,,,I-b,Pellucid,3,3,,,,,150,6,0.3,-30,61,27,16,,250,,,
,,,,,,,,I-c,,1,1,,,,,0,0,0.4,-3,63,35,22,,253,,,
,,,,,,,,II,Gas Giant,8,,8,,,,,,2.0,13,21,469,98,-251,148,65535,-1,6777
,,,,,,,,II-a,Pellucid,3,3,1,,,,100,4,0.4,-16,63,29,18,,165,0,-940,
,,,,,,,,II-b,Selenic,1,1,,,,,153,51,,-12,60,31,,,298,,,
,,,,,,,,III,,,,,,,,30,10,,1,,,,-252,216,,,7529
,Gamma,285.4,078.7,128.6,,,,I,Gas Giant,8,3,8,,,,0,0,3.0,-4,20,1164,232,-241,107,65535,-1,3457
,,,,,,,,I-a,Cimmerian,5,5,1,,,,80,80,0.8,39,143,29,41,,172,0,-940,
,,,,,,,,I-b,Dust,3,3,2,,,,180,60,0.3,-9,58,30,17,,233,12,160,
,,,,,,,,I-c,Metal,4,4,3,,,,563,108,1.0,-31,150,32,48,,158,77,360,
,,,,,,,,I-d,Cimmerian,,,1,,,,77,77,1.1,-8,157,36,56,,242,0,-940,
,,,,,,,,II,Vinylogous,3,3,,,,,237,79,1.8,-47,102,89,90,-247,176,,,4939
,,,,,,,,II-a,Metal,5,4,3,,4,66,842,157,0.9,-6,149,29,43,,228,99,360,
,,,,,,,,III,Telluric,4,,2,,1,0,201,39,1.6,11,96,84,80,-251,190,85,,7296
,Epsilon,333.3,080.1,170.9,,,,I,Gas Giant,8,3,8,,,,0,0,2.5,13,20,618,123,-220,119,65535,-1,1216
,,,,,,,,I-a,Noble,2,2,1,,,,216,54,0.2,3,32,37,11,,233,0,-940,
,,,,,,,,I-b,Metal,4,4,3,,,,1336,328,0.9,5,154,30,46,,250,101,210,
,,,,,,,,I-c,Ultramarine,3,2,,,,,363,100,0.2,8,33,25,8,,260,80,360,
,,,,,,,,I-d,Chondrite,5,5,1,,,,28,28,0.6,9,104,27,28,,249,0,-940,
,,,,,,,,II,Gas Giant,8,2,8,,,,0,0,3.0,-25,21,1477,310,-234,85,65535,-1,2325
,,,,,,,,II-a,Selenic,3,3,1,,,,192,64,0.4,5,62,30,18,,237,0,-940,
,,,,,,,,II-b,Infrared,4,4,3,,,,123,41,0.5,13,101,27,27,,216,109,210,
,,,,,,,,II-c,Chondrite,7,7,1,,,,89,89,0.6,-19,97,31,30,,14579,0,-940,
Arae,,923.7,082.1,751.1,blue,,,I,Opalescent,3,3,,,,,293,95,0.3,-22,63,27,17,-106,187,,-740,3174
,,,,,,,,II,Carbide,2,2,,,,,71,71,0.6,9,104,28,29,-164,192,,-940,7366
,Alpha,933.9,084.3,761.1,white,,,I,Ruby,3,3,,,,,1625,65,1.1,2,58,95,55,-141,286,,-740,7239
,,,,,,,,I-a,Metal,4,,2,,4,12,1270,331,,11,144,37,53,,284,75,560,
Lacaille,Gamma,024.2,085.7,162.2,orange,giant,Pkunk,I,Cimmerian,6,,1,6,1,0,125,125,0.8,13,150,27,40,371,218,0,-1040,854
,,,,,,,,II,Noble,,,3,,,,570,159,0.2,0,33,35,11,421,170,87,260,2019
,,,,,,,,III,Gas Giant,8,1,8,4,,,0,0,3.0,13,20,1219,243,167,136,65535,-1,3246
,,,,,,,,III-a,Pellucid,7,,2,2,7,28,150,6,0.4,-24,60,34,20,84,236,14,510,
,,,,,,,,III-b,Radioactive,6,3,,,6,62,2456,307,1.2,12,202,29,58,85,196,,,
,,,,,,,,IV,Gas Giant,8,2,8,,1,0,0,0,3.0,1,21,1197,251,94,92,65535,-1,4292
,,,,,,,,IV-a,Crimson,7,1,7,3,,,327,113,0.5,6,102,27,27,128,205,3652,310,
,,,,,,,,V,Gas Giant,8,,8,2,,,0,0,3.0,2,20,1005,201,93,157,65535,-1,4840
,,,,,,,,V-a,Urea,5,5,5,,,1,56,56,0.3,49,62,25,15,95,247,200,560,
,,,,,,,,V-b,Green,7,3,7,3,,0,830,166,0.6,1,104,31,32,116,186,2730,310,
,,,,,,,,VI,Radioactive,3,,1,1,,,1080,135,1.5,-21,199,37,73,-60,43673,0,-740,7758
Centauri,Epsilon,151.5,086.6,063.0,green,dwarf,None,I,Halide,2,2,,,,,572,157,0.3,13,59,25,14,-166,262,,-940,4907
Sextantis,,477.0,089.5,306.8,blue,,VUX,,Treasure,6,,4,6,,,1092,182,1.3,15,191,33,63,432,168,90,260,463
,,,,,,,,II,Cyanic,2,1,2,1,2,159,53,53,0.2,-18,34,28,9,39,215,12,760,1047
,,,,,,,,III,Radioactive,5,3,,,5,57,976,122,1.2,-22,206,30,61,-14,290,11,560,1611
,,,,,,,,IV,Carbide,2,2,1,,1,0,126,126,0.7,23,99,36,35,-106,184,0,-740,3156
,,,,,,,,V,Cyanic,1,1,,,,,77,77,0.2,-9,32,32,10,-127,266,,,4106
,,,,,,,,VI,Chlorine,7,7,,,,,272,151,1.8,-39,103,86,88,-142,188,,,5174
,,,,,,,,VI-a,Green,5,4,3,,5,37,90,18,0.6,10,101,32,32,,290,96,560,
,,,,,,,,VII,Plutonic,4,,2,,1,0,1306,296,2.7,5,146,94,137,-155,210,95,360,6325
,,,,,,,,VIII,Opalescent,2,2,1,,,,84,28,0.4,-12,59,33,19,-161,208,0,-940,7021
,,,,,,,,IX,Alkali,4,4,,,,,153,51,0.7,3,104,35,36,-167,275,13,160,7812
Centauri,Beta,141.2,090.5,064.2,green,,None,I,Gas Giant,8,1,8,,,,0,0,3.0,7,21,973,204,-104,95,65535,-1,1967
,,,,,,,,I-a,Carbide,3,3,1,,,,123,123,0.6,-8,97,33,32,,194,0,-740,
,,,,,,,,I-b,Acid,2,2,,,,,239,239,0.7,-2,100,,33,,151,,,
,,,,,,,,I-c,Radioactive,3,3,,,,,1336,167,1.5,-7,204,37,75,,197,,,
,,,,,,,,II,Purple,2,2,,,,,105,35,0.3,-6,62,28,17,-125,263,,,2582
,,,,,,,,III,Gas Giant,8,1,8,,,,0,0,2.4,-8,21,565,118,-171,85,65535,-1,5439
,,,,,,,,III-a,Urea,6,6,3,,,,9,9,0.3,3,59,30,17,,244,76,360,
,,,,,,,,III-b,,,,,,5,76,63,63,,-1,61,26,15,,254,86,,
,,,,,,,,III-c,Metal,4,3,,,1,0,1354,300,0.7,10,147,25,36,,194,77,,
,,,,,,,,III-d,Selenic,3,,1,,,,15,5,0.4,1,59,34,20,,286,0,-940,
,,,,,,,,IV,Cyanic,1,1,,,,,99,99,0.2,-36,33,26,8,-177,214,,,6115
,,,,,,,,V,Urea,6,6,2,,,16,25,25,0.3,18,58,,15,-184,160,80,360,7028
,,,,,,,,VI,,,,,,,0,9,9,,-25,,30,17,-188,217,109,210,7735
Sextantis,Zeta,468.1,091.6,297.7,orange,,VUX,I,Rainbow,3,1,3,,,,1349,229,1.0,-1,62,79,48,-13,,11,560,256
,,,,,,,,II,Gas Giant,8,2,8,,,,0,0,2.2,3,21,537,112,-181,140,65535,-1,1666
,,,,,,,,III,Alkali,2,,2,,,,129,43,0.6,0,98,29,28,-197,271,13,160,2437
,,,,,,,,IV,Maroon,3,3,,,,,301,121,1.3,34,62,107,66,-208,273,14,,3343
,,,,,,,,IV-a,Crimson,,2,3,,,,168,59,0.7,-12,104,35,36,,266,87,360,
,,,,,,,,V,Infrared,5,5,,,,,180,60,0.6,-19,105,30,31,-217,298,,,4498
,,,,,,,,VI,Selenic,2,2,1,,,,21,7,0.3,3,62,29,17,-223,245,0,-940,5571
,,,,,,,,VII,Halide,3,3,,,,,336,135,,-10,59,28,16,-228,299,,,6867
,,,,,,,,VIII,Alkali,4,4,,,,,153,51,0.6,-22,104,29,30,-230,229,12,160,7420
Arae,Beta,933.3,093.7,759.8,yellow,super giant,None,I,Purple,8,,3,8,,,330,110,0.3,5,59,28,16,2826,236,103,-290,1566
,,,,,,,,II,Ultramarine,9,2,7,,,,682,165,0.2,-7,34,25,8,2576,186,3206,-540,3404
,,,,,,,,III,Magnetic,8,6,1,,,,894,188,3.0,34,144,104,149,1193,182,0,-1440,5949
,,,,,,,,IV,Chlorine,,5,2,,,,516,253,1.7,-7,101,84,84,1264,261,92,-140,7661
,Gamma,941.9,094.2,768.3,blue,dwarf,,I,Yttric,4,4,,1,,,184,50,0.7,-28,143,26,37,-147,289,13,360,5523
Lacaille,Beta,023.0,095.2,160.1,yellow,,Pkunk,,Infrared,6,3,3,,6,30,45,15,0.6,-6,98,30,29,-190,20231,112,210,4619
,Alpha,014.6,095.5,168.0,red,,,,Vinylogous,4,4,1,,1,0,222,86,1.7,17,101,84,84,-215,297,0,-940,1023
,,,,,,,,II,Maroon,2,2,2,,,,230,102,1.1,-28,61,92,56,-232,58242,12,160,2051
,,,,,,,,III,Magma,8,8,1,,,,93,31,2.8,-25,152,,139,-239,225,0,-940,2990
,,,,,,,,IV,Gas Giant,,1,8,,,,0,0,3.0,13,21,1151,241,-245,129,65535,-1,4445
,,,,,,,,IV-a,Dust,4,4,2,,,7,135,45,0.4,23,58,35,20,,214,12,160,
,,,,,,,,IV-b,Azure,5,5,,,,0,108,36,,16,63,,22,,191,15,260,
,,,,,,,,IV-c,Pellucid,1,1,1,,,,0,0,0.3,21,62,27,16,,286,0,-940,
,,,,,,,,V,Gas Giant,8,3,8,,,,,,3.0,-19,21,761,159,-246,158,65535,-1,4837
,,,,,,,,V-a,Azure,5,5,2,,,,72,24,0.4,21,60,35,21,,185,13,160,
,,,,,,,,VI,Gas Giant,8,2,8,,,,0,0,2.7,-30,21,634,133,-248,117,65535,-1,5511
,,,,,,,,VI-a,Selenic,1,1,1,,,,171,57,0.4,25,62,36,22,,150,0,-940,
,,,,,,,,VI-b,Noble,3,3,,,,,147,48,0.2,-17,33,28,9,,231,,,
,,,,,,,,VII,Gas Giant,8,,8,,,,0,0,3.0,15,21,1392,292,-250,117,65535,-1,6442
,,,,,,,,VII-a,Azure,4,4,1,,,,135,45,0.3,-19,61,25,15,,179,12,160,
,,,,,,,,VII-b,Crimson,2,1,2,,,,180,64,0.6,1,104,31,32,,186,100,210,
,,,,,,,,VII-c,Cimmerian,5,5,1,,,,25,25,0.8,-14,152,25,38,,267,0,-940,
,,,,,,,,VII-d,Metal,2,2,2,,,,1006,254,1.0,1,143,34,48,,247,112,210,
,,,,,,,,VIII,Iodine,7,4,1,,7,35,116,48,1.1,4,62,93,57,-251,195,15,260,7115
Sextantis,Delta,487.3,096.8,315.8,green,,VUX,I,Carbide,4,3,3,2,2,98,93,93,0.5,,97,26,25,58,242,,610,594
,,,,,,,,II,Gas Giant,8,1,8,1,1,0,0,0,3.0,-9,20,1023,204,-47,128,65535,-1,1121
,,,,,,,,II-a,Noble,3,3,1,,,,210,63,0.2,14,34,25,8,,299,0,-540,
,,,,,,,,II-b,Super-Dense,6,6,3,,5,71,84,28,1.0,34,196,27,52,,279,77,760,
,,,,,,,,II-c,Copper,7,1,2,,7,33,441,147,,4,154,33,50,,246,11,560,
,,,,,,,,II-d,Green,6,6,3,,1,0,300,60,0.6,23,101,32,32,,249,103,610,
,,,,,,,,III,Treasure,3,3,1,,,,1038,173,1.3,1,197,33,65,-123,276,0,-740,2521
,,,,,,,,IV,Alkali,5,5,2,,,,54,18,0.6,-17,104,30,31,-137,172,12,360,3061
,,,,,,,,V,Gas Giant,8,2,8,,,,0,0,2.9,23,21,695,145,-156,119,65535,-1,4086
,,,,,,,,V-a,Copper,3,3,2,,2,120,639,213,0.9,-5,143,32,45,,182,15,260,
,,,,,,,,VI,Lanthanide,8,8,1,,1,0,1010,202,1.1,34,149,36,53,-168,224,0,-940,5115
,,,,,,,,VII,Metal,3,3,2,,,,690,153,1.0,13,145,,52,-174,217,88,360,5766
,,,,,,,,VIII,Noble,2,2,1,,,,142,40,0.2,25,34,30,10,-183,182,0,-940,6944
,,,,,,,,IX,Emerald,3,3,,,,,1200,48,1.2,3,59,99,58,-186,157,,,7446
Centauri,Alpha,155.9,099.3,049.6,red,super giant,None,I,Magnetic,8,6,,8,,,814,154,2.5,1,155,82,127,820,225,,-1440,1185
,,,,,,,,II,Gas Giant,10,1,8,,,,0,0,3.0,-7,21,1353,284,1403,133,65535,-1,2234
,,,,,,,,II-a,Purple,7,2,3,7,,,258,86,0.3,-3,59,29,17,735,183,105,-290,
,,,,,,,,II-b,Ultramarine,9,,7,8,,,587,156,0.2,34,34,36,12,1520,158,3544,-540,
,,,,,,,,III,Ruby,7,,3,7,,,5675,227,1.0,-19,58,85,49,658,184,97,-140,2692
